month	prcp	t2m	u10m	v10m
1	-0.092	-0.025	-0.032	-0.042
2	-0.069	-0.020	-0.033	-0.042
3	-0.043	-0.018	-0.032	-0.039
4	-0.008	-0.015	-0.025	-0.030
5	0.080	-0.008	-0.014	-0.018
6	0.116	-0.001	-0.013	-0.020
7	0.121	-0.003	-0.014	-0.021
8	0.150	-0.005	-0.014	-0.017
9	0.115	-0.009	-0.014	-0.018
10	-0.001	-0.023	-0.027	-0.035
11	-0.070	-0.024	-0.033	-0.038
12	-0.084	-0.025	-0.030	-0.038
