metric	prcp	t2m	u10m	v10m
RMSE	14.20	1.18	0.76	0.89
MAE	8.00	0.96	0.62	0.72
CORR	0.32	0.96	0.83	0.84
CRPS	8.00	0.96	0.62	0.72
STD_DEV	0.00	0.00	0.00	0.00
