year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.059	-0.024	-0.033	-0.041
2025-2034	-0.071	-0.022	-0.032	-0.041
2035-2044	-0.047	-0.023	-0.031	-0.042
2045-2054	-0.029	-0.022	-0.032	-0.039
2055-2064	-0.065	-0.022	-0.028	-0.037
2065-2074	-0.063	-0.018	-0.029	-0.037
2075-2080	-0.069	-0.023	-0.032	-0.039
