month	prcp	t2m	u10m	v10m
1	3.66	0.96	0.52	0.57
2	5.11	0.97	0.57	0.62
3	5.90	0.99	0.60	0.65
4	10.01	1.04	0.61	0.67
5	17.20	1.09	0.63	0.70
6	24.04	1.13	0.66	0.74
7	18.95	1.00	0.58	0.66
8	23.26	1.04	0.63	0.68
9	18.83	0.97	0.58	0.64
10	8.96	0.91	0.52	0.58
11	4.58	0.90	0.49	0.54
12	4.30	0.95	0.51	0.57
