month	prcp	t2m	u10m	v10m
1	-0.248	-0.179	-0.101	-0.129
2	-0.340	-0.174	-0.106	-0.134
3	-0.386	-0.170	-0.105	-0.134
4	-0.445	-0.179	-0.105	-0.134
5	-0.758	-0.185	-0.106	-0.136
6	-0.998	-0.183	-0.107	-0.141
7	-0.642	-0.173	-0.108	-0.132
8	-0.908	-0.174	-0.112	-0.130
9	-0.666	-0.179	-0.103	-0.120
10	-0.275	-0.181	-0.090	-0.113
11	-0.207	-0.175	-0.090	-0.120
12	-0.224	-0.177	-0.097	-0.125
