month	prcp	t2m	u10m	v10m
1	-0.002	-0.009	-0.014	-0.041
2	0.006	0.002	-0.014	-0.041
3	0.009	-0.003	-0.010	-0.039
4	0.016	-0.005	-0.001	-0.028
5	0.027	0.002	0.006	-0.018
6	0.040	0.002	0.001	-0.023
7	0.052	0.008	-0.000	-0.022
8	0.080	0.001	0.001	-0.011
9	0.078	-0.003	-0.002	-0.010
10	0.013	-0.028	-0.010	-0.028
11	-0.000	-0.025	-0.009	-0.033
12	-0.002	-0.019	-0.014	-0.040
