month	prcp	t2m	u10m	v10m
1	0.29	0.92	0.56	0.63
2	0.26	0.90	0.49	0.51
3	0.24	0.89	0.41	0.38
4	0.19	0.90	0.34	0.28
5	0.18	0.93	0.30	0.26
6	0.17	0.95	0.36	0.42
7	0.13	0.96	0.36	0.39
8	0.13	0.96	0.25	0.25
9	0.16	0.96	0.39	0.33
10	0.29	0.95	0.65	0.68
11	0.30	0.94	0.67	0.73
12	0.31	0.93	0.60	0.68
