year_bin	prcp	t2m	u10m	v10m
2015-2024	0.046	-0.007	0.011	-0.006
2025-2034	0.059	0.006	0.025	0.015
2035-2044	0.062	0.004	0.023	0.013
2045-2054	0.058	0.004	0.023	0.014
2055-2064	0.050	0.006	0.024	0.014
2065-2074	0.049	0.008	0.022	0.013
2075-2080	0.051	0.002	0.025	0.015
