month	prcp	t2m	u10m	v10m
1	0.046	0.011	0.018	0.028
2	0.048	0.013	0.016	0.030
3	0.067	0.006	0.016	0.028
4	0.045	0.025	0.018	0.029
5	0.040	0.027	0.014	0.022
6	0.073	0.034	0.017	0.028
7	0.087	0.022	0.014	0.022
8	0.042	0.027	0.017	0.029
9	0.040	0.029	0.017	0.036
10	0.051	0.020	0.019	0.026
11	0.063	0.021	0.017	0.026
12	0.026	0.012	0.019	0.030
