year_bin	prcp	t2m	u10m	v10m
2015-2024	5.80	0.92	0.46	0.50
2025-2034	6.31	0.90	0.47	0.50
2035-2044	6.38	0.90	0.47	0.51
2045-2054	6.21	0.89	0.46	0.50
2055-2064	6.18	0.88	0.46	0.50
2065-2074	7.05	0.91	0.48	0.51
2075-2080	7.06	0.89	0.48	0.52
