year_bin	prcp	t2m	u10m	v10m
2015-2024	11.06	1.13	0.60	0.65
2025-2034	12.04	1.09	0.61	0.66
2035-2044	12.28	1.09	0.61	0.66
2045-2054	12.02	1.09	0.60	0.66
2055-2064	11.95	1.08	0.60	0.65
2065-2074	13.35	1.11	0.62	0.67
2075-2080	13.40	1.08	0.62	0.68
