year_bin	prcp	t2m	u10m	v10m
2015-2024	0.31	0.97	0.86	0.88
2025-2034	0.32	0.97	0.86	0.88
2035-2044	0.32	0.97	0.86	0.88
2045-2054	0.30	0.97	0.86	0.88
2055-2064	0.30	0.97	0.86	0.88
2065-2074	0.31	0.97	0.85	0.87
2075-2080	0.30	0.97	0.86	0.87
