month	prcp	t2m	u10m	v10m
1	2.06	0.28	0.48	0.54
2	1.85	0.29	0.50	0.54
3	1.82	0.31	0.48	0.61
4	2.49	0.28	0.45	0.64
5	3.53	0.34	0.59	0.66
6	6.02	0.29	0.56	0.69
7	5.56	0.26	0.57	0.64
8	6.75	0.31	0.73	0.73
9	6.88	0.28	0.62	0.74
10	6.57	0.27	0.57	0.72
11	1.42	0.24	0.43	0.51
12	2.18	0.33	0.49	0.62
