month	prcp	t2m	u10m	v10m
1	5.14	0.38	0.66	0.74
2	4.66	0.38	0.66	0.74
3	4.25	0.43	0.64	0.82
4	5.64	0.38	0.61	0.85
5	8.25	0.44	0.78	0.88
6	12.99	0.38	0.75	0.93
7	11.08	0.36	0.73	0.84
8	15.17	0.42	0.95	0.97
9	12.79	0.36	0.83	0.99
10	14.39	0.36	0.77	0.98
11	3.85	0.33	0.58	0.68
12	5.16	0.43	0.66	0.84
