year_bin	prcp	t2m	u10m	v10m
2015-2024	10.61	0.94	0.51	0.54
2025-2034	10.73	0.92	0.51	0.54
2035-2044	11.22	0.93	0.51	0.55
2045-2054	11.23	0.92	0.51	0.54
2055-2064	10.98	0.92	0.50	0.54
2065-2074	11.25	0.93	0.51	0.55
2075-2080	11.82	0.93	0.51	0.55
