year_bin	prcp	t2m	u10m	v10m
2015-2024	5.57	0.76	0.39	0.41
2025-2034	5.58	0.76	0.39	0.41
2035-2044	5.90	0.76	0.39	0.42
2045-2054	5.87	0.75	0.39	0.41
2055-2064	5.70	0.75	0.38	0.41
2065-2074	5.89	0.76	0.39	0.42
2075-2080	6.20	0.76	0.39	0.42
