month	prcp	t2m	u10m	v10m
1	2.34	0.54	0.40	0.47
2	1.87	0.53	0.40	0.48
3	2.37	0.60	0.40	0.46
4	4.98	0.60	0.42	0.50
5	9.49	0.62	0.49	0.56
6	14.07	0.50	0.43	0.51
7	15.45	0.54	0.47	0.50
8	18.66	0.62	0.56	0.57
9	14.52	0.48	0.47	0.53
10	10.99	0.50	0.44	0.51
11	2.24	0.43	0.36	0.42
12	2.19	0.59	0.41	0.48
