month	prcp	t2m	u10m	v10m
1	0.58	1.00	0.97	0.98
2	0.47	1.00	0.97	0.98
3	0.32	0.99	0.95	0.97
4	0.33	0.99	0.95	0.96
5	0.36	0.99	0.94	0.95
6	0.44	0.99	0.92	0.93
7	0.53	0.99	0.96	0.97
8	0.46	0.99	0.93	0.92
9	0.38	0.99	0.92	0.89
10	0.42	0.99	0.96	0.97
11	0.33	1.00	0.98	0.98
12	0.39	0.99	0.96	0.97
