month	prcp	t2m	u10m	v10m
1	2.15	0.30	0.49	0.56
2	1.97	0.29	0.50	0.56
3	1.92	0.32	0.49	0.60
4	2.63	0.31	0.47	0.65
5	3.68	0.35	0.59	0.66
6	6.05	0.31	0.56	0.73
7	5.53	0.28	0.58	0.63
8	6.95	0.34	0.77	0.79
9	7.00	0.29	0.65	0.76
10	6.70	0.29	0.60	0.74
11	1.51	0.23	0.44	0.53
12	2.37	0.33	0.50	0.65
