month	prcp	t2m	u10m	v10m
1	2.52	0.75	0.43	0.43
2	2.51	0.78	0.43	0.43
3	2.79	0.82	0.44	0.45
4	4.65	0.82	0.45	0.46
5	8.02	0.80	0.47	0.47
6	14.66	0.87	0.51	0.54
7	17.28	0.88	0.57	0.64
8	17.67	0.83	0.54	0.58
9	10.93	0.74	0.46	0.49
10	8.31	0.74	0.46	0.49
11	4.60	0.77	0.44	0.44
12	3.54	0.76	0.43	0.42
