year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.490	-0.157	-0.096	-0.131
2025-2034	-0.507	-0.159	-0.097	-0.131
2035-2044	-0.520	-0.158	-0.097	-0.131
2045-2054	-0.486	-0.156	-0.095	-0.129
2055-2064	-0.501	-0.156	-0.095	-0.128
2065-2074	-0.561	-0.158	-0.098	-0.131
2075-2080	-0.519	-0.156	-0.097	-0.130
