metric	prcp	t2m	u10m	v10m
RMSE	0.020	-0.032	-0.032	-0.038
MAE	-0.058	-0.026	-0.032	-0.034
CORR	-0.032	0.001	0.008	0.009
CRPS	-0.859	-0.195	-0.127	-0.138
STD_DEV	2.241	0.474	0.291	0.330
