month	prcp	t2m	u10m	v10m
1	0.56	1.00	0.96	0.98
2	0.47	1.00	0.97	0.98
3	0.26	0.99	0.94	0.97
4	0.31	0.99	0.95	0.96
5	0.35	0.99	0.94	0.95
6	0.43	0.99	0.91	0.92
7	0.53	0.99	0.95	0.96
8	0.44	0.99	0.93	0.92
9	0.36	0.99	0.92	0.86
10	0.40	0.99	0.96	0.97
11	0.29	1.00	0.97	0.98
12	0.39	0.99	0.95	0.97
