month	prcp	t2m	u10m	v10m
1	2.23	0.29	0.51	0.58
2	1.97	0.28	0.50	0.54
3	2.04	0.31	0.52	0.63
4	2.57	0.29	0.48	0.65
5	3.82	0.36	0.61	0.68
6	6.22	0.29	0.59	0.77
7	5.71	0.27	0.59	0.64
8	6.97	0.31	0.77	0.79
9	7.20	0.28	0.65	0.82
10	6.89	0.27	0.61	0.78
11	1.60	0.23	0.47	0.53
12	2.37	0.33	0.54	0.68
