month	prcp	t2m	u10m	v10m
1	-0.003	-0.012	-0.004	-0.038
2	0.005	-0.001	-0.004	-0.039
3	0.009	-0.004	0.002	-0.035
4	0.014	-0.006	0.012	-0.023
5	0.023	0.002	0.017	-0.014
6	0.039	0.005	0.012	-0.018
7	0.057	0.010	0.011	-0.017
8	0.089	0.003	0.011	-0.006
9	0.086	-0.003	0.010	-0.003
10	0.017	-0.028	0.004	-0.021
11	0.002	-0.026	0.003	-0.026
12	-0.001	-0.020	-0.003	-0.036
