metric	prcp	t2m	u10m	v10m
RMSE	0.013	-0.031	-0.012	-0.045
MAE	0.015	-0.022	-0.005	-0.034
CORR	-0.001	0.002	0.014	0.015
CRPS	-0.545	-0.171	-0.103	-0.140
STD_DEV	1.519	0.371	0.275	0.318
