month	prcp	t2m	u10m	v10m
1	2.44	0.80	0.39	0.49
2	2.58	0.81	0.39	0.50
3	2.84	0.88	0.41	0.51
4	4.37	0.88	0.43	0.51
5	7.91	0.81	0.43	0.50
6	14.04	0.90	0.47	0.55
7	18.02	0.96	0.57	0.67
8	17.51	0.78	0.50	0.57
9	10.84	0.72	0.41	0.51
10	8.15	0.74	0.43	0.55
11	4.38	0.78	0.42	0.50
12	3.54	0.80	0.41	0.48
