month	prcp	t2m	u10m	v10m
1	0.35	0.97	0.87	0.90
2	0.37	0.97	0.87	0.89
3	0.30	0.96	0.86	0.86
4	0.29	0.96	0.83	0.84
5	0.26	0.96	0.81	0.82
6	0.28	0.96	0.79	0.80
7	0.23	0.96	0.80	0.81
8	0.24	0.96	0.76	0.77
9	0.22	0.97	0.79	0.78
10	0.26	0.97	0.89	0.91
11	0.38	0.98	0.90	0.92
12	0.45	0.98	0.91	0.93
