year_bin	prcp	t2m	u10m	v10m
2015-2024	7.33	1.29	0.68	0.73
2025-2034	8.25	1.93	0.94	1.07
2035-2044	9.12	1.85	0.93	1.06
2045-2054	8.20	1.84	0.93	1.08
2055-2064	8.68	1.89	0.92	1.04
2065-2074	9.12	1.87	0.94	1.05
2075-2080	10.12	1.73	0.93	1.06
