year_bin	prcp	t2m	u10m	v10m
2015-2024	6.69	1.11	0.57	0.61
2025-2034	7.63	1.73	0.82	0.94
2035-2044	8.50	1.65	0.81	0.93
2045-2054	7.59	1.64	0.82	0.94
2055-2064	8.06	1.69	0.80	0.91
2065-2074	8.50	1.67	0.82	0.92
2075-2080	9.49	1.54	0.82	0.93
