year_bin	prcp	t2m	u10m	v10m
2015-2024	12.85	1.52	0.94	0.99
2025-2034	14.43	2.19	1.35	1.48
2035-2044	15.73	2.11	1.33	1.46
2045-2054	14.57	2.10	1.34	1.49
2055-2064	15.13	2.15	1.32	1.43
2065-2074	15.74	2.14	1.35	1.45
2075-2080	17.20	2.00	1.34	1.46
