year_bin	prcp	t2m	u10m	v10m
2015-2024	12.20	0.72	1.18	1.39
2025-2034	13.31	0.70	1.21	1.43
2035-2044	13.22	0.69	1.21	1.43
2045-2054	13.06	0.69	1.21	1.42
2055-2064	13.16	0.70	1.20	1.41
2065-2074	14.72	0.71	1.26	1.47
2075-2080	14.57	0.71	1.25	1.48
