month	prcp	t2m	u10m	v10m
1	-0.046	0.001	0.012	0.009
2	-0.035	0.001	0.012	0.012
3	-0.045	0.001	0.012	0.014
4	-0.038	0.001	0.009	0.013
5	-0.019	0.000	0.004	0.009
6	-0.016	0.000	0.007	0.010
7	-0.024	0.001	0.005	0.009
8	-0.015	0.000	0.004	0.008
9	-0.021	0.000	0.004	0.006
10	-0.035	0.001	0.008	0.007
11	-0.048	0.001	0.007	0.007
12	-0.046	0.001	0.010	0.007
