month	prcp	t2m	u10m	v10m
1	0.14	0.91	0.54	0.58
2	0.09	0.90	0.50	0.48
3	0.09	0.87	0.35	0.30
4	0.10	0.87	0.29	0.24
5	0.14	0.91	0.26	0.25
6	0.18	0.90	0.24	0.28
7	0.08	0.95	0.30	0.36
8	0.11	0.93	0.30	0.23
9	0.11	0.94	0.33	0.25
10	0.15	0.95	0.63	0.67
11	0.18	0.94	0.67	0.73
12	0.24	0.92	0.64	0.72
