month	prcp	t2m	u10m	v10m
1	0.015	-0.003	0.006	0.013
2	0.021	0.006	0.006	0.013
3	0.023	0.005	0.008	0.014
4	0.002	0.011	0.001	0.017
5	0.001	0.016	0.003	0.013
6	0.010	0.015	0.003	0.018
7	-0.006	0.017	0.005	0.011
8	-0.004	0.012	0.004	0.012
9	0.024	0.008	0.003	0.019
10	0.049	0.005	0.006	0.015
11	0.026	0.004	0.006	0.014
12	0.016	-0.006	0.011	0.016
