month	prcp	t2m	u10m	v10m
1	0.198	0.038	0.036	0.036
2	0.188	0.043	0.021	0.041
3	0.233	0.033	0.032	0.040
4	0.193	0.031	0.032	0.030
5	0.175	0.030	0.022	0.030
6	0.198	0.030	0.020	0.029
7	0.249	0.041	0.024	0.030
8	0.292	0.030	0.018	0.034
9	0.263	0.034	0.027	0.032
10	0.184	0.035	0.027	0.030
11	0.217	0.039	0.034	0.033
12	0.231	0.031	0.027	0.038
