year_bin	prcp	t2m	u10m	v10m
2015-2024	10.09	0.82	0.43	0.47
2025-2034	10.96	0.81	0.44	0.48
2035-2044	11.16	0.81	0.44	0.48
2045-2054	10.97	0.80	0.44	0.47
2055-2064	10.95	0.81	0.44	0.47
2065-2074	12.08	0.83	0.45	0.49
2075-2080	11.98	0.81	0.44	0.48
