year_bin	prcp	t2m	u10m	v10m
2015-2024	4.51	0.51	0.24	0.26
2025-2034	4.93	0.51	0.24	0.26
2035-2044	5.01	0.51	0.25	0.26
2045-2054	4.93	0.50	0.24	0.26
2055-2064	4.91	0.51	0.24	0.26
2065-2074	5.50	0.52	0.25	0.27
2075-2080	5.47	0.51	0.24	0.27
