year_bin	prcp	t2m	u10m	v10m
2015-2024	5.16	0.66	0.32	0.35
2025-2034	5.60	0.65	0.33	0.36
2035-2044	5.69	0.66	0.33	0.36
2045-2054	5.58	0.65	0.33	0.36
2055-2064	5.58	0.65	0.33	0.36
2065-2074	6.24	0.67	0.34	0.37
2075-2080	6.16	0.66	0.33	0.36
