metric	prcp	t2m	u10m	v10m
RMSE	14.38	1.00	0.61	0.69
MAE	8.24	0.81	0.46	0.53
CORR	0.33	0.98	0.86	0.85
CRPS	8.24	0.81	0.46	0.53
STD_DEV	0.00	0.00	0.00	0.00
