year_bin	prcp	t2m	u10m	v10m
2015-2024	5.82	0.93	0.46	0.50
2025-2034	6.33	0.90	0.47	0.51
2035-2044	6.40	0.90	0.47	0.51
2045-2054	6.22	0.90	0.47	0.51
2055-2064	6.19	0.89	0.46	0.51
2065-2074	7.06	0.92	0.48	0.52
2075-2080	7.08	0.89	0.48	0.52
