year_bin	prcp	t2m	u10m	v10m
2015-2024	0.024	-0.025	-0.011	-0.046
2025-2034	0.023	-0.025	-0.012	-0.048
2035-2044	0.020	-0.025	-0.013	-0.048
2045-2054	0.016	-0.025	-0.014	-0.048
2055-2064	0.007	-0.024	-0.015	-0.046
2065-2074	0.025	-0.022	-0.013	-0.045
2075-2080	0.019	-0.023	-0.012	-0.046
