month	prcp	t2m	u10m	v10m
1	2.59	0.58	0.44	0.54
2	1.89	0.59	0.44	0.52
3	2.48	0.62	0.43	0.51
4	4.95	0.63	0.45	0.55
5	9.58	0.69	0.54	0.59
6	14.14	0.51	0.47	0.54
7	15.95	0.55	0.53	0.57
8	18.83	0.62	0.59	0.60
9	15.12	0.53	0.52	0.58
10	10.69	0.51	0.47	0.56
11	2.16	0.51	0.40	0.48
12	2.31	0.66	0.46	0.56
