year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.021	-0.051	-0.017	-0.046
2025-2034	-0.009	-0.049	-0.017	-0.046
2035-2044	-0.024	-0.059	-0.017	-0.045
2045-2054	-0.019	-0.058	-0.018	-0.043
2055-2064	-0.017	-0.058	-0.018	-0.043
2065-2074	0.008	-0.045	-0.016	-0.040
2075-2080	-0.014	-0.057	-0.016	-0.042
