year_bin	prcp	t2m	u10m	v10m
2015-2024	0.000	-0.061	-0.023	-0.066
2025-2034	0.011	-0.061	-0.023	-0.066
2035-2044	-0.011	-0.072	-0.023	-0.065
2045-2054	0.000	-0.072	-0.024	-0.061
2055-2064	0.003	-0.071	-0.024	-0.061
2065-2074	0.025	-0.056	-0.022	-0.058
2075-2080	-0.003	-0.070	-0.022	-0.060
