year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.501	-0.199	-0.113	-0.148
2025-2034	-0.518	-0.197	-0.113	-0.149
2035-2044	-0.516	-0.206	-0.113	-0.148
2045-2054	-0.501	-0.204	-0.112	-0.145
2055-2064	-0.508	-0.205	-0.112	-0.144
2065-2074	-0.534	-0.193	-0.112	-0.144
2075-2080	-0.525	-0.204	-0.111	-0.145
