month	prcp	t2m	u10m	v10m
1	0.23	0.10	0.07	0.08
2	0.18	0.10	0.07	0.08
3	0.25	0.11	0.07	0.08
4	0.61	0.10	0.07	0.09
5	1.12	0.11	0.08	0.09
6	1.65	0.09	0.07	0.08
7	1.91	0.09	0.08	0.09
8	2.29	0.10	0.09	0.10
9	2.12	0.09	0.08	0.09
10	1.22	0.09	0.07	0.09
11	0.15	0.08	0.06	0.07
12	0.24	0.11	0.07	0.08
