month	prcp	t2m	u10m	v10m
1	-0.008	-0.037	-0.020	-0.067
2	-0.006	-0.027	-0.017	-0.060
3	-0.003	-0.024	-0.013	-0.055
4	0.007	-0.024	-0.006	-0.045
5	0.017	-0.022	0.009	-0.029
6	0.005	-0.013	0.003	-0.034
7	0.035	-0.011	0.005	-0.034
8	0.042	-0.010	0.003	-0.030
9	0.042	-0.015	0.005	-0.029
10	-0.018	-0.030	-0.004	-0.057
11	-0.005	-0.041	-0.010	-0.064
12	-0.010	-0.039	-0.013	-0.062
