month	prcp	t2m	u10m	v10m
1	2.18	0.51	0.40	0.47
2	1.62	0.52	0.40	0.47
3	2.32	0.59	0.41	0.45
4	4.73	0.60	0.43	0.51
5	9.70	0.64	0.48	0.59
6	13.69	0.47	0.43	0.53
7	15.18	0.49	0.49	0.51
8	19.66	0.50	0.55	0.55
9	14.08	0.43	0.46	0.55
10	10.36	0.46	0.43	0.53
11	1.82	0.43	0.37	0.43
12	1.95	0.58	0.42	0.48
