year_bin	prcp	t2m	u10m	v10m
2015-2024	0.062	-0.002	0.013	-0.002
2025-2034	0.075	0.009	0.026	0.017
2035-2044	0.078	0.007	0.024	0.015
2045-2054	0.075	0.007	0.024	0.016
2055-2064	0.066	0.009	0.025	0.016
2065-2074	0.064	0.010	0.024	0.016
2075-2080	0.068	0.004	0.027	0.018
