year_bin	prcp	t2m	u10m	v10m
2015-2024	12.47	1.47	0.86	0.94
2025-2034	14.11	2.15	1.32	1.46
2035-2044	15.31	2.10	1.30	1.45
2045-2054	14.19	2.10	1.32	1.48
2055-2064	14.61	2.14	1.30	1.43
2065-2074	15.18	2.12	1.34	1.46
2075-2080	16.83	2.03	1.33	1.47
