year_bin	prcp	t2m	u10m	v10m
2015-2024	6.21	1.06	0.49	0.57
2025-2034	7.23	1.67	0.78	0.91
2035-2044	8.00	1.63	0.77	0.90
2045-2054	7.18	1.61	0.78	0.93
2055-2064	7.49	1.65	0.76	0.89
2065-2074	7.90	1.63	0.79	0.91
2075-2080	9.01	1.54	0.79	0.91
