year_bin	prcp	t2m	u10m	v10m
2015-2024	11.20	1.05	0.61	0.66
2025-2034	12.55	1.01	0.62	0.67
2035-2044	12.54	1.03	0.62	0.67
2045-2054	12.38	1.02	0.61	0.66
2055-2064	12.35	1.03	0.61	0.65
2065-2074	13.78	1.02	0.63	0.67
2075-2080	14.35	1.04	0.63	0.69
