year_bin	prcp	t2m	u10m	v10m
2015-2024	0.040	-0.013	-0.012	-0.038
2025-2034	0.028	-0.014	-0.011	-0.037
2035-2044	0.027	-0.015	-0.012	-0.039
2045-2054	0.030	-0.016	-0.012	-0.041
2055-2064	0.045	-0.013	-0.010	-0.036
2065-2074	0.022	-0.013	-0.011	-0.032
2075-2080	0.035	-0.010	-0.010	-0.033
