month	prcp	t2m	u10m	v10m
1	2.21	0.89	0.41	0.45
2	2.43	0.82	0.40	0.45
3	4.05	0.92	0.44	0.48
4	4.43	0.93	0.44	0.49
5	7.11	0.87	0.44	0.50
6	12.48	0.95	0.53	0.56
7	15.78	0.89	0.52	0.57
8	16.55	0.96	0.54	0.59
9	9.46	0.80	0.46	0.51
10	4.19	0.80	0.41	0.49
11	2.59	0.73	0.39	0.42
12	1.95	0.81	0.40	0.43
