month	prcp	t2m	u10m	v10m
1	-0.058	-0.100	-0.030	-0.085
2	-0.046	-0.094	-0.021	-0.073
3	-0.019	-0.091	-0.020	-0.061
4	0.005	-0.096	-0.014	-0.053
5	0.052	-0.079	-0.005	-0.041
6	0.093	-0.041	-0.001	-0.042
7	0.083	-0.057	-0.004	-0.052
8	0.121	-0.049	-0.004	-0.042
9	0.098	-0.066	-0.007	-0.042
10	0.014	-0.086	-0.025	-0.077
11	-0.067	-0.126	-0.028	-0.089
12	-0.068	-0.134	-0.032	-0.086
