month	prcp	t2m	u10m	v10m
1	2.37	0.53	0.39	0.48
2	1.65	0.52	0.39	0.46
3	2.19	0.58	0.39	0.46
4	5.06	0.60	0.42	0.49
5	9.63	0.63	0.48	0.53
6	13.94	0.49	0.41	0.51
7	14.57	0.51	0.45	0.49
8	19.03	0.55	0.52	0.52
9	13.08	0.46	0.44	0.49
10	10.55	0.48	0.41	0.49
11	2.17	0.44	0.36	0.42
12	2.11	0.57	0.40	0.47
