year_bin	prcp	t2m	u10m	v10m
2015-2024	0.43	0.99	0.91	0.91
2025-2034	0.42	0.99	0.91	0.91
2035-2044	0.43	0.99	0.91	0.91
2045-2054	0.41	0.99	0.91	0.91
2055-2064	0.40	0.99	0.91	0.90
2065-2074	0.40	0.99	0.91	0.90
2075-2080	0.39	0.99	0.91	0.90
