year_bin	prcp	t2m	u10m	v10m
2015-2024	5.54	0.64	0.34	0.38
2025-2034	5.71	0.63	0.33	0.38
2035-2044	6.05	0.63	0.34	0.38
2045-2054	6.14	0.62	0.34	0.38
2055-2064	5.55	0.62	0.33	0.37
2065-2074	5.76	0.63	0.34	0.38
2075-2080	6.10	0.63	0.34	0.38
