year_bin	prcp	t2m	u10m	v10m
2015-2024	9.91	0.78	0.42	0.45
2025-2034	11.22	0.75	0.43	0.46
2035-2044	11.04	0.75	0.43	0.46
2045-2054	11.04	0.74	0.42	0.46
2055-2064	11.05	0.75	0.42	0.46
2065-2074	12.18	0.76	0.43	0.47
2075-2080	12.41	0.74	0.43	0.47
