year_bin	prcp	t2m	u10m	v10m
2015-2024	4.66	0.46	0.23	0.25
2025-2034	5.39	0.46	0.23	0.25
2035-2044	5.23	0.46	0.23	0.25
2045-2054	5.26	0.45	0.23	0.25
2055-2064	5.25	0.45	0.23	0.25
2065-2074	5.91	0.46	0.24	0.26
2075-2080	6.08	0.45	0.23	0.26
