month	prcp	t2m	u10m	v10m
1	2.64	2.64	0.92	1.09
2	3.60	2.63	1.03	1.21
3	4.96	2.61	1.13	1.37
4	6.30	2.31	1.14	1.34
5	10.52	1.76	1.03	1.20
6	14.56	1.40	0.94	1.08
7	10.63	1.19	1.00	1.10
8	14.19	1.24	1.07	1.13
9	10.73	1.24	0.91	1.05
10	4.81	1.54	0.77	0.96
11	2.43	1.90	0.79	0.97
12	2.54	2.38	0.87	1.03
