metric	prcp	t2m	u10m	v10m
RMSE	-0.057	-0.022	-0.031	-0.039
MAE	-0.032	-0.018	-0.026	-0.034
CORR	-0.016	0.001	0.011	0.012
CRPS	-0.720	-0.169	-0.107	-0.124
STD_DEV	2.097	0.448	0.283	0.325
