metric	prcp	t2m	u10m	v10m
RMSE	12.65	0.88	0.54	0.57
MAE	7.25	0.72	0.39	0.43
CORR	0.35	0.99	0.88	0.88
CRPS	6.44	0.55	0.30	0.32
STD_DEV	2.24	0.47	0.29	0.33
